Company,"Specific Bean Origin
or Bar Name",REF,"Review
Date","Cocoa
Percent","Company
Location",Rating,"Bean
Type","Bean
Origin",Flavour Rating
Dolfin (Belcolade),Africa,304,2008,88%,Belgium,3,Forastero,West Africa,Satisfactory
Dolfin (Belcolade),Noir,63,2006,70%,Belgium,1, ,Unspecified,Unpleasant
Domori,Hacienda Victoria,1672,2015,70%,Italy,3.75, ,Ecuador,Praiseworthy
Domori,Ocumare 77,1672,2015,70%,Italy,3.75,Criollo (Ocumare 77),Venezuela,Praiseworthy
Domori,"IL100, H. San Jose",1109,2013,100%,Italy,3,Criollo,Venezuela,Satisfactory
Domori,Morogoro,863,2012,70%,Italy,3, ,Tanzania,Satisfactory
Domori,Guasare,863,2012,70%,Italy,3.75,Criollo,Venezuela,Praiseworthy
Domori,"Canoabo, Hacienda San Jose",693,2011,70%,Italy,3,Criollo,Venezuela,Satisfactory
Domori,"Chuao, Hacienda San Jose",470,2010,70%,Italy,3,Trinitario,Venezuela,Satisfactory
Domori,"Carupano, H. San Jose",227,2008,70%,Italy,3,Trinitario,Venezuela,Satisfactory
Domori,Teyuna,272,2008,70%,Italy,3, ,Colombia,Satisfactory
Domori,Blend No. 1,272,2008,78%,Italy,3,Blend,Unspecified,Satisfactory
Domori,Ilblend,272,2008,70%,Italy,3.75,Blend,Unspecified,Praiseworthy
Domori,Porcelana,111,2007,70%,Italy,4,Criollo (Porcelana),Venezuela,Premium
Domori,"Ocumare 61, Puertomar",129,2007,75%,Italy,3,Criollo (Ocumare 61),Venezuela,Satisfactory
Domori,Granella,135,2007,60%,Italy,3,Trinitario,Venezuela,Satisfactory
Domori,Madagascar,135,2007,70%,Italy,3,Trinitario,Madagascar,Satisfactory
Domori,Madagared,192,2007,70%,Italy,3,Criollo,Madagascar,Satisfactory
Domori,"Java, Javablond",192,2007,70%,Italy,3.75,Criollo,Indonesia,Praiseworthy
Domori,Ecuador,192,2007,70%,Italy,4,Forastero (Arriba),Ecuador,Premium
Domori,"Ocumare 67, Puertofino",192,2007,70%,Italy,4,Criollo (Ocumare 67),Venezuela,Premium
Domori,Sur del Lago Classificado,87,2006,70%,Italy,3,Trinitario,Venezuela,Satisfactory
Domori,Apurimac,87,2006,70%,Italy,3,Trinitario,Peru,Satisfactory
Domori,Carenero Superior,87,2006,70%,Italy,3,Trinitario,Venezuela,Satisfactory
Dormouse,Non Pariel Estate,1880,2016,75%,U.K.,3,Trinitario,Grenada,Satisfactory
Dormouse,"Rio Caribe, Batch 7",1672,2015,70%,U.K.,2,Trinitario,Venezuela,Dissapointing
Dormouse,"Colombia, Batch 9",1676,2015,80%,U.K.,3,"Criollo, Trinitario",Colombia,Satisfactory
Dormouse,"Madagascar, Batch 8",1676,2015,77%,U.K.,3,"Criollo, Trinitario",Madagascar,Satisfactory
Duffy's,"Rio Dulce, Xoco",1662,2015,70%,U.K.,4,Criollo,Guatemala,Premium
Duffy's,"Chuno, Xoco",1331,2014,70%,U.K.,3,Criollo,Nicaragua,Satisfactory
Duffy's,"Rico Rugoso, Xoco",1331,2014,76%,U.K.,3.75,Criollo,Nicaragua,Praiseworthy
Duffy's,Ocumare,923,2012,72%,U.K.,3.75, ,Venezuela,Praiseworthy
Duffy's,"Indio Rojo, Xoco",623,2011,72%,U.K.,3.75,Criollo,Honduras,Praiseworthy
Duffy's,Dominican Republic,661,2011,65%,U.K.,3, ,Dominican Republic,Satisfactory
Duffy's,"Bocas del Toro, Tierra Oscura",697,2011,72%,U.K.,3, ,Panama,Satisfactory
Duffy's,"Nicaliso, Xoco",697,2011,71%,U.K.,3,Criollo,Nicaragua,Satisfactory
Duffy's,Ocumare,765,2011,71%,U.K.,3, ,Venezuela,Satisfactory
Duffy's,Panama,516,2010,70%,U.K.,3, ,Panama,Satisfactory
Duffy's,"Corazon del Ecuador, Calceta beans",516,2010,72%,U.K.,3.75, ,Ecuador,Praiseworthy
Duffy's,Star of Ecuador,523,2010,70%,U.K.,2, ,Ecuador,Dissapointing
Duffy's,Star of Peru,523,2010,70%,U.K.,3.75, ,Peru,Praiseworthy
Dulcinea,Dominican Republic,1506,2015,70%,U.S.A.,3, ,Dominican Republic,Satisfactory
Durand,Madagascar,841,2012,82%,France,3,Trinitario,Madagascar,Satisfactory
Durci,"Maranon, Joya Rara",1626,2015,70%,U.S.A.,3,Forastero (Nacional),Peru,Satisfactory
Durci,"Rio Caribe, Tepui Treasure",1626,2015,70%,U.S.A.,3,Trinitario,Venezuela,Satisfactory
Durci,Taino Secret,1630,2015,70%,U.S.A.,3, ,Domincan Republic,Satisfactory
Durci,"Carenero, Empyrean Sabor",1630,2015,70%,U.S.A.,3,Trinitario,Venezuela,Satisfactory
Durci,Corona Arriba,1630,2015,70%,U.S.A.,4, ,Ecuador,Premium
East Van Roasters,Peru,1343,2014,70%,Canada,3, ,Peru,Satisfactory
East Van Roasters,Madagascar,1343,2014,70%,Canada,3,Trinitario,Madagascar,Satisfactory
East Van Roasters,Dominican Republic,1343,2014,70%,Canada,3.75, ,Dominican Republic,Praiseworthy
Eau de Rose,Tumaco,1812,2016,70%,Canada,3, ,Colombia,Satisfactory
Eau de Rose,Arauca,1812,2016,70%,Canada,3, ,Colombia,Satisfactory
Eclat (Felchlin),"Maranon, Good & Evil, w/ nibs",919,2012,72%,U.S.A.,3,Forastero (Nacional),Peru,Satisfactory
Edelmond,Porcelana,1876,2016,68%,Germany,3,Criollo,Venezuela,Satisfactory
El Ceibo,"Alto Beni, Covendo Region",709,2011,75%,Bolivia,3.75, ,Bolivia,Praiseworthy
El Ceibo,Alto Beni,252,2008,71%,Bolivia,3, ,Bolivia,Satisfactory
El Rey,San Joaquin,1662,2015,70%,Venezuela,3.75, ,Venezuela,Praiseworthy
El Rey,"Rio Caribe, Cariaco",439,2009,60.50%,Venezuela,3,Trinitario,Venezuela,Satisfactory
El Rey,"Rio Caribe, Macuro",439,2009,70%,Venezuela,3,Trinitario,Venezuela,Satisfactory
El Rey,"Carenero Superior, Apamate",206,2008,74%,Venezuela,2,Criollo,Venezuela,Dissapointing
El Rey,"Carenero Superior, Bucare",206,2008,58%,Venezuela,2,Criollo,Venezuela,Dissapointing
El Rey,"Carenero Superior, Mijao",206,2008,61%,Venezuela,3,Criollo,Venezuela,Satisfactory
El Rey,"Carenero Superior, Gran Saman",32,2006,70%,Venezuela,3,Criollo,Venezuela,Satisfactory
Emerald Estate,Emerald Estate,1137,2013,60%,St. Lucia,3, ,St. Lucia,Satisfactory
Emerald Estate,Emerald Estate,1137,2013,70%,St. Lucia,3, ,St. Lucia,Satisfactory
Emily's,Patanemo,1450,2015,79%,Japan,3, ,Venezuela,Satisfactory
Emily's,Peru,1454,2015,78%,Japan,3,Criollo,Peru,Satisfactory
ENNA,"Wampusirpi, batch 007",1916,2016,75%,U.S.A.,3, ,Honduras,Satisfactory
Enric Rovira (Claudio Corallo),Terreiro Velho P.,565,2010,80%,Spain,3,Forastero,Sao Tome & Principe,Satisfactory
Erithaj (A. Morin),Ben Tre,1205,2014,70%,France,3,Trinitario,Vietnam,Satisfactory
Erithaj (A. Morin),Ham Luong,1209,2014,80%,France,3,Trinitario,Vietnam,Satisfactory
Erithaj (A. Morin),Ba Lai,1209,2014,74%,France,3,Trinitario,Vietnam,Satisfactory
Escazu,Rio Caribe,903,2012,70%,U.S.A.,3,Trinitario,Venezuela,Satisfactory
Escazu,Guapiles,414,2009,65%,U.S.A.,2, ,Costa Rica,Dissapointing
Escazu,Carenero Superior,423,2009,81%,U.S.A.,3,Criollo,Venezuela,Satisfactory
Escazu,"Carenero, Guapiles, Ocumare blend",431,2009,74%,U.S.A.,3, ,"Cost Rica, Ven",Satisfactory
Escazu,Ocumare,252,2008,72%,U.S.A.,3,Criollo,Venezuela,Satisfactory
Ethel's Artisan (Mars),"Peru, Madagascar",666,2011,55%,U.S.A.,2, ,"Peru, Madagascar",Dissapointing
Ethel's Artisan (Mars),Trinidad,666,2011,55%,U.S.A.,2,Trinitario,Trinidad,Dissapointing
Ethel's Artisan (Mars),Porcelana,666,2011,70%,U.S.A.,2,Criollo (Porcelana),Venezuela,Dissapointing
Ethel's Artisan (Mars),Red Vanilla,666,2011,62%,U.S.A.,3, ,Unspecified,Satisfactory
Ethel's Artisan (Mars),"Venezuela, Trinidad",672,2011,62%,U.S.A.,2, ,"Venezuela, Trinidad",Dissapointing
Ethereal,Belize,1275,2014,80%,U.S.A.,3,Trinitario,Belize,Satisfactory
Ethereal,Ecuador,1275,2014,80%,U.S.A.,3, ,Ecuador,Satisfactory
Ethereal,Dominican Republic,1275,2014,80%,U.S.A.,3.75, ,Dominican Republic,Praiseworthy
Fearless (AMMA),"Monte Alegre, D. Badaro, Raw, Organic",565,2010,75%,U.S.A.,3, ,Brazil,Satisfactory
Feitoria Cacao,Blue Mountain,1732,2016,76%,Portugal,3, ,Jamaica,Satisfactory
Feitoria Cacao,Cuyagua,1736,2016,76%,Portugal,2, ,Venezuela,Dissapointing
Feitoria Cacao,Maya Mountain,1736,2016,76%,Portugal,3,Trinitario,Belize,Satisfactory
Felchlin,Grenada,494,2010,58%,Switzerland,3,Trinitario,Grenada,Satisfactory
Felchlin,Supremo- SF,105,2006,62%,Switzerland,2, ,Unspecified,Dissapointing
Felchlin,Elvesia P.,105,2006,74%,Switzerland,3,"Trinitario, Criollo",Dominican Republic,Satisfactory
Felchlin,"Madagascar, Grand Cru",48,2006,64%,Switzerland,3,Criollo,Madagascar,Satisfactory
Felchlin,Maracaibo Clasificado,48,2006,65%,Switzerland,3,Criollo,Venezuela,Satisfactory
Felchlin,Arriba,48,2006,72%,Switzerland,3,Forastero (Arriba),Ecuador,Satisfactory
Felchlin,"Alto Beni, Cru Savage",56,2006,68%,Switzerland,4,Criollo (Wild),Bolivia,Premium
Finca,Puerto Rico,1283,2014,65%,U.S.A.,2, ,Puerto Rico,Dissapointing
Finca,Dominican Republic,1283,2014,80%,U.S.A.,3, ,Dominican Republic,Satisfactory
Finca,Dominican Republic,1283,2014,70%,U.S.A.,3, ,Dominican Republic,Satisfactory
Finca,Dominican Republic,1287,2014,85%,U.S.A.,2, ,Dominican Republic,Dissapointing
Forever Cacao,Rio Eni,1267,2014,72%,U.K.,3,Criollo,Peru,Satisfactory
Forteza (Cortes),Dominican Republic,1776,2016,70%,Puerto Rico,3, ,Domincan Republic,Satisfactory
Forteza (Cortes),Puerto Rico,1776,2016,80%,Puerto Rico,3, ,Domincan Republic,Satisfactory
Fossa,"Akesson's E., Sambirano V.",1772,2016,70%,Singapore,3, ,Madagascar,Satisfactory
Fossa,"Camino Verde P., Balao, Guayas",1776,2016,75%,Singapore,3, ,Ecuador,Satisfactory
Fossa,"Kokoa Kamili Coop, Kilombero",1776,2016,67%,Singapore,3.75,Trinitario,Tanzania,Praiseworthy
Franceschi,Choroni,1355,2014,70%,Venezuela,3, ,Venezuela,Satisfactory
Franceschi,Ocumare,1355,2014,70%,Venezuela,3.75, ,Venezuela,Praiseworthy
Franceschi,Canoabo,911,2012,70%,Venezuela,3.75, ,Venezuela,Praiseworthy
Franceschi,Sur del Lago,915,2012,60%,Venezuela,3, ,Venezuela,Satisfactory
Frederic Blondeel,Costa Rica,1538,2015,70%,Belgium,3, ,Costa Rica,Satisfactory
Frederic Blondeel,Peru Brutus,1538,2015,75%,Belgium,3, ,Peru,Satisfactory
Frederic Blondeel,Vietnam,1542,2015,80%,Belgium,3,Trinitario,Vietnam,Satisfactory
Frederic Blondeel,Ghana,1351,2014,60%,Belgium,3,Forastero,Ghana,Satisfactory
Frederic Blondeel,Madagascar,1351,2014,65%,Belgium,3,Trinitario,Madagascar,Satisfactory
French Broad,"Norandino, batch 161208",1940,2017,70%,U.S.A.,3, ,Peru,Satisfactory
French Broad,Guatemala,1634,2015,73%,U.S.A.,3, ,Guatemala,Satisfactory
French Broad,San Andres,1209,2014,80%,U.S.A.,3, ,Costa Rica,Satisfactory
French Broad,Matagalpa,1295,2014,68%,U.S.A.,3, ,Nicaragua,Satisfactory
French Broad,"Palo Blanco, Chulucanas",1042,2013,66%,U.S.A.,3, ,Peru,Satisfactory
French Broad,Tumbes Coop,883,2012,70%,U.S.A.,2,Criollo,Peru,Dissapointing
French Broad,"Palo Blanco, Chulucanas",883,2012,61%,U.S.A.,3, ,Peru,Satisfactory
French Broad,"Palo Blanco w/ panela, Chulucanas",887,2012,81%,U.S.A.,2, ,Peru,Dissapointing
French Broad,"Maranon Canyon, Fortunato No. 4",781,2011,70%,U.S.A.,3,Forastero (Nacional),Peru,Satisfactory
French Broad,La Red,785,2011,65%,U.S.A.,3, ,Dominican Republic,Satisfactory
Fresco,"Maranon, #228, MR, SC",1383,2014,70%,U.S.A.,3,Forastero (Nacional),Peru,Satisfactory
Fresco,"Maranon, #227, LR, MC",1383,2014,70%,U.S.A.,3,Forastero (Nacional),Peru,Satisfactory
Fresco,"Maranon, #229, MR, LC",1383,2014,70%,U.S.A.,3,Forastero (Nacional),Peru,Satisfactory
Fresco,"Maranon, #230, DR, LC",1387,2014,70%,U.S.A.,3,Forastero (Nacional),Peru,Satisfactory
Fresco,"Conacado, #223, MR, SC",1030,2013,72%,U.S.A.,3, ,Dominican Republic,Satisfactory
Fresco,"Conacado, #224, MR, MC",1081,2013,72%,U.S.A.,3.75, ,Dominican Republic,Praiseworthy
Fresco,"San Martin, Bellavista Coop, #226, DR, MC",1117,2013,70%,U.S.A.,3.75, ,Peru,Praiseworthy
Fresco,"Bellavista Coop, #225, LR, MC, CG Exclusive",1149,2013,70%,U.S.A.,4,Trinitario,Peru,Premium
Fresco,"Markham Valley, #219, LR, MC",899,2012,69%,U.S.A.,3, ,Papua New Guinea,Satisfactory
Fresco,"Markham Valley, #221, DR, MC",899,2012,69%,U.S.A.,3, ,Papua New Guinea,Satisfactory
Fresco,"Sambirano Valley, #216, MR, LC",915,2012,74%,U.S.A.,4,Trinitario,Madagascar,Premium
Fresco,"Markham Valley, #220, MR, MC",927,2012,69%,U.S.A.,4,Trinitario,Papua New Guinea,Premium
Fresco,"Markham Valley, #222, LR, 0C",931,2012,69%,U.S.A.,3,Trinitario,Papua New Guinea,Satisfactory
Fresco,"Ghana, #211, MR, MC",636,2011,74%,U.S.A.,3,Forastero,Ghana,Satisfactory
Fresco,"Jamaica, #209, DR, SC",642,2011,70%,U.S.A.,3,Trinitario,Jamaica,Satisfactory
Fresco,"Conacado, #212, LR, SC",642,2011,72%,U.S.A.,3, ,Dominican Republic,Satisfactory
Fresco,"Jamaica, #210, DR, MC",642,2011,70%,U.S.A.,3,Trinitario,Jamaica,Satisfactory
Fresco,"Sambirano Valley, #214, LR, MC",682,2011,74%,U.S.A.,3,Trinitario,Madagascar,Satisfactory
Fresco,"Conacado, #213, DR, -C",682,2011,72%,U.S.A.,3, ,Dominican Republic,Satisfactory
Fresco,"Sambirano Valley, #215, MR, MC",688,2011,74%,U.S.A.,3,Trinitario,Madagascar,Satisfactory
Fresco,"Chuao, #218, MR, MC",745,2011,76%,U.S.A.,3,Trinitario,Venezuela,Satisfactory
Fresco,"Chuao, #217, DR, MC",745,2011,70%,U.S.A.,4,Trinitario,Venezuela,Premium
Fresco,"Jamaica, #204, DR, SC",370,2009,80%,U.S.A.,3,Trinitario,Jamaica,Satisfactory
Fresco,"Jamaica, #206, DR, LC",370,2009,70%,U.S.A.,3,Trinitario,Jamaica,Satisfactory
Fresco,"Jamaica, #205, DR, MC",370,2009,70%,U.S.A.,3,Trinitario,Jamaica,Satisfactory
Fresco,"Carenero Superior, #203, MR, SC",370,2009,65%,U.S.A.,3,Criollo,Venezuela,Satisfactory
Friis Holm,"Rugoso, Bad Fermentation",1912,2016,70%,Denmark,3, ,Nicaragua,Satisfactory
Friis Holm (Bonnat),La Dalia,1680,2015,60%,Denmark,3, ,Nicaragua,Satisfactory
Friis Holm (Bonnat),La Dalia,1680,2015,85%,Denmark,3, ,Nicaragua,Satisfactory
Friis Holm (Bonnat),La Dalia,1259,2014,70%,Denmark,3, ,Nicaragua,Satisfactory
Friis Holm (Bonnat),"Barba, Xoco",1034,2013,70%,Denmark,3, ,Nicaragua,Satisfactory
Friis Holm (Bonnat),"Medagla, Xoco",1034,2013,70%,Denmark,3, ,Nicaragua,Satisfactory
Friis Holm (Bonnat),"Chuno, triple turned, Xoco",895,2012,70%,Denmark,3,"Criollo, Trinitario",Nicaragua,Satisfactory
Friis Holm (Bonnat),"Red Mayan, Xoco",899,2012,70%,Denmark,3,"Criollo, Trinitario",Honduras,Satisfactory
Friis Holm (Bonnat),"Chuno, double turned, Xoco",899,2012,70%,Denmark,3,"Criollo, Trinitario",Nicaragua,Satisfactory
Friis Holm (Bonnat),"Rugoso, Xoco",923,2012,70%,Denmark,3.75, ,Nicaragua,Praiseworthy
Friis Holm (Bonnat),"Johe, Xoco",623,2011,70%,Denmark,3,"Criollo, Trinitario",Nicaragua,Satisfactory
Friis Holm (Bonnat),"Chuno, Xoco",623,2011,70%,Denmark,3,"Criollo, Trinitario",Nicaragua,Satisfactory
Friis Holm (Bonnat),"Nicaliso, Xoco",623,2011,70%,Denmark,3,"Criollo, Trinitario",Nicaragua,Satisfactory
Fruition,"Wild Bolivian, Batch 2",1780,2016,74%,U.S.A.,3.75,Beniano,Bolivia,Praiseworthy
Fruition,"Coto Brus, Heirloom, Batch 1",1780,2016,74%,U.S.A.,4,Amazon mix,Costa Rica,Premium
Fruition,Gran Couva,1347,2014,70%,U.S.A.,3.75,Trinitario,Trinidad,Praiseworthy
Fruition,Maranon,1359,2014,76%,U.S.A.,3,Forastero (Nacional),Peru,Satisfactory
Fruition,La Red,1046,2013,70%,U.S.A.,3.75, ,Dominican Republic,Praiseworthy
Fruition,Camino Verde,1185,2013,75%,U.S.A.,3, ,Ecuador,Satisfactory
Fruition,Peru,863,2012,70%,U.S.A.,2, ,Peru,Dissapointing
Fruition,Signature Blend,753,2011,66%,U.S.A.,3,Trinitario,Costa Rica,Satisfactory
Fruition,Costa Rica,781,2011,70%,U.S.A.,3, ,Costa Rica,Satisfactory
Garden Island,"Kaua'I, Alea Estate +world",1367,2014,85%,U.S.A.,2,Blend,Hawaii,Dissapointing
Georgia Ramon,Akesson P.,1642,2015,65%,Germany,3,Trinitario,Madagascar,Satisfactory
Georgia Ramon,ABOCFA Coop,1642,2015,70%,Germany,4,Forastero,Ghana,Premium
Georgia Ramon,Conacado Coop,1646,2015,70%,Germany,3,Trinitario,Domincan Republic,Satisfactory
Georgia Ramon,Conacado Coop,1646,2015,80%,Germany,3,Trinitario,Domincan Republic,Satisfactory
Georgia Ramon,Akesson P.,1646,2015,75%,Germany,3,Trinitario,Madagascar,Satisfactory
Glennmade,"Toledo District, 2015 Harvest",1848,2016,70%,U.S.A.,3, ,Belize,Satisfactory
Glennmade,Bahia,1672,2015,66%,U.S.A.,3,"Trinitario, Forastero",Brazil,Satisfactory
Goodnow Farms,"Almendra Blanca, batch 1004",1924,2016,77%,U.S.A.,3, ,Mexico,Satisfactory
Goodnow Farms,"El Carmen, batch 1003",1924,2016,77%,U.S.A.,3, ,Nicaragua,Satisfactory
Goodnow Farms,"Asochivite, batch 1005",1924,2016,77%,U.S.A.,3, ,Guatemala,Satisfactory
Grand Place,"Ben Tre, Dong Nai",741,2011,72%,Vietnam,3,Trinitario,Vietnam,Satisfactory
Green & Black's (ICAM),Dark,15,2006,70%,U.K.,2, ,Unspecified,Dissapointing
Green Bean to Bar,Madagascar,1896,2016,70%,Japan,3, ,Madagascar,Satisfactory
Grenada Chocolate Co.,Grenada,494,2010,82%,Grenada,3,Trinitario,Grenada,Satisfactory
Grenada Chocolate Co.,Grenada,363,2009,60%,Grenada,3,Trinitario,Grenada,Satisfactory
Grenada Chocolate Co.,Grenada,241,2008,71%,Grenada,2,Trinitario,Grenada,Dissapointing
Guido Castagna,Arriba,355,2009,64%,Italy,3,Forastero (Arriba) ASS,Ecuador,Satisfactory
Guido Castagna,Ghana,355,2009,64%,Italy,3,Forastero,Ghana,Satisfactory
Guido Castagna,Trinidad & Tobago,355,2009,64%,Italy,3, ,"Trinidad, Tobago",Satisfactory
Guido Castagna,Lacri Blend,355,2009,76%,Italy,3, ,Venezuela,Satisfactory
Guido Castagna,Blend,355,2009,64%,Italy,3, ,"Ven, Trinidad, Ecuador",Satisfactory
Guittard,"Epique, Blend No. 49",1602,2015,70%,U.S.A.,3.75, ,Unspecified,Praiseworthy
Guittard,Haiti,1053,2013,65%,U.S.A.,3, ,Haiti,Satisfactory
Guittard,Nicaragua,1053,2013,65%,U.S.A.,3, ,Nicaragua,Satisfactory
Guittard,Jamaica,1053,2013,65%,U.S.A.,3,Trinitario,Jamaica,Satisfactory
Guittard,Ecuador,1053,2013,65%,U.S.A.,3, ,Ecuador,Satisfactory
Guittard,Coucher du Soleil,654,2011,72%,U.S.A.,3, ,Unspecified,Satisfactory
Guittard,Lever du Soleil,654,2011,61%,U.S.A.,3, ,Unspecified,Satisfactory
Guittard,Onyx,654,2011,72%,U.S.A.,3, ,Unspecified,Satisfactory
Guittard,Trinidad,552,2010,65%,U.S.A.,3,Trinitario,Trinidad,Satisfactory
Guittard,"O'ahu, N. Shore, Waialua E., Kakoleka",316,2009,55%,U.S.A.,3, ,Hawaii,Satisfactory
Guittard,Nocturne,387,2009,91%,U.S.A.,3, ,Unspecified,Satisfactory
Guittard,Complexite,387,2009,70%,U.S.A.,3,Blend,Unspecified,Satisfactory
Guittard,Machu Pichu,259,2008,65%,U.S.A.,3, ,Peru,Satisfactory
Guittard,Special Maker Reserve,276,2008,64%,U.S.A.,3, ,Unspecified,Satisfactory
Guittard,Ocumare,276,2008,65%,U.S.A.,3, ,Venezuela,Satisfactory
Guittard,Quetzalcoatl,147,2007,72%,U.S.A.,3,Blend,Unspecified,Satisfactory
Guittard,Chucuri,15,2006,65%,U.S.A.,3,Trinitario,Colombia,Satisfactory
Guittard,Sur del Lago,87,2006,65%,U.S.A.,2,"Trinitario, Criollo",Venezuela,Dissapointing
Guittard,"Sambirano, Ambanja",87,2006,65%,U.S.A.,3,"Criollo, +",Madagascar,Satisfactory
Guittard,"Los Rios, Quevedo",93,2006,65%,U.S.A.,3,Forastero (Arriba),Ecuador,Satisfactory
Guittard,Tsaranta,93,2006,61%,U.S.A.,3,Blend,Unspecified,Satisfactory
Guittard,Semisweet,99,2006,61%,U.S.A.,3,Blend,Unspecified,Satisfactory
Habitual,Papua New Guinea,1197,2014,80%,Canada,3, ,Papua New Guinea,Satisfactory
Habitual,Campesino w/ nibs,1197,2014,74%,Canada,3, ,Unspecified,Satisfactory
Habitual,Dominican Republic,1197,2014,75%,Canada,3, ,Dominican Republic,Satisfactory
Habitual,Trinitario,1197,2014,70%,Canada,3,Trinitario,Unspecified,Satisfactory
Habitual,Downtown London,1201,2014,65%,Canada,3, ,Unspecified,Satisfactory
Habitual,Africa meets Latina,1201,2014,70%,Canada,3, ,Unspecified,Satisfactory
Habitual,Amazonas,1201,2014,80%,Canada,3, ,Unspecified,Satisfactory
Habitual,Sharkey,1201,2014,66%,Canada,3, ,Hawaii,Satisfactory
Habitual,one hundred,1205,2014,100%,Canada,2, ,Unspecified,Dissapointing
Hachez,Arriba,166,2007,77%,Germany,2,Forastero (Arriba),Ecuador,Dissapointing
Hacienda El Castillo,Don Homero- Cerecita Valley,1327,2014,55%,Ecuador,3,Trinitario,Ecuador,Satisfactory
Hacienda El Castillo,Don Homero- Cerecita Valley,1327,2014,70%,Ecuador,3,Trinitario,Ecuador,Satisfactory
Haigh,South America and Africa,701,2011,70%,Australia,3, ,"South America, Africa",Satisfactory
Harper Macaw,"Vale do Juliana, w/ nibs",1808,2016,85%,U.S.A.,3, ,Brazil,Satisfactory
Harper Macaw,Brazil Blend,1696,2015,67%,U.S.A.,3, ,Brazil,Satisfactory
Harper Macaw,"Tome Acu E., Amazon Rainforest",1700,2015,77%,U.S.A.,3, ,Brazil,Satisfactory
Harper Macaw,"Vale do Juliana E., Atlantic Forest",1700,2015,74%,U.S.A.,3, ,Brazil,Satisfactory
Heilemann,Peru,1876,2016,64%,Germany,3, ,Peru,Satisfactory
Heirloom Cacao Preservation (Brasstown),"Maya Mtn, Moho R., Toledo D., 2015",1748,2016,70%,U.S.A.,3,Amazon,Belize,Satisfactory
Heirloom Cacao Preservation (Fruition),"Cota Brus, Terciopelo, 2015",1748,2016,74%,U.S.A.,3,Amazon mix,Costa Rica,Satisfactory
Heirloom Cacao Preservation (Guittard),"Alto Beni, Upper Rio Beni, 2014",1239,2014,67%,U.S.A.,3,"Amazon, ICS",Bolivia,Satisfactory
Heirloom Cacao Preservation (Guittard),"Wild Beni, Lower Rio Beni, Tranquilidad, 2014",1243,2014,67%,U.S.A.,3,Beniano,Bolivia,Satisfactory
Heirloom Cacao Preservation (Guittard),"Los Rios, Hacienda Limon, Orecao, 2014",1243,2014,67%,U.S.A.,3.75,EET,Ecuador,Praiseworthy
Heirloom Cacao Preservation (Guittard),"Maunawili, O'ahu, Agri Research C., 2014",1243,2014,67%,U.S.A.,3.75, ,Hawaii,Praiseworthy
Heirloom Cacao Preservation (Manoa),"Maunawili, O'ahu, Agri Research C., 2015",1744,2016,72%,U.S.A.,3, ,Hawaii,Satisfactory
Heirloom Cacao Preservation (Millcreek),"Los Rios, Hacienda Limon, Orecao, 2015",1744,2016,70%,U.S.A.,3,EET,Ecuador,Satisfactory
Heirloom Cacao Preservation (Mindo),"Pinchincha, Mindo, Coop Nueva Esper., 2015",1748,2016,77%,U.S.A.,3,EET,Ecuador,Satisfactory
Heirloom Cacao Preservation (Zokoko),"Alto Beni, Upper Rio Beni, 2015",1744,2016,68%,U.S.A.,3.75,"Amazon, ICS",Bolivia,Praiseworthy
Heirloom Cacao Preservation (Zokoko),"Wild Beni, Lower Rio Beni, Tranquilidad, 2015",1744,2016,72%,U.S.A.,4,Beniano,Bolivia,Premium
hello cocoa,Uganda,1458,2015,57%,U.S.A.,3,Forastero,Uganda,Satisfactory
hello cocoa,Venezuela,1462,2015,74%,U.S.A.,3,Criollo,Venezuela,Satisfactory
hexx,Tanzania,1546,2015,70%,U.S.A.,3, ,Tanzania,Satisfactory
hexx,Madagascar,1546,2015,74%,U.S.A.,3,Trinitario,Madagascar,Satisfactory
hexx,Venezuela,1546,2015,70%,U.S.A.,3, ,Venezuela,Satisfactory
hexx,Ecuador,1550,2015,73%,U.S.A.,3, ,Ecuador,Satisfactory
hexx,Peru,1550,2015,70%,U.S.A.,3, ,Peru,Satisfactory
Hogarth,Akesson's Estate,1712,2016,70%,New Zealand,3,Trinitario,Madagascar,Satisfactory
Hogarth,Carenero Superior,1712,2016,72%,New Zealand,3,Trinitario,Venezuela,Satisfactory
Hogarth,Conacado,1712,2016,75%,New Zealand,3,Trinitario,Domincan Republic,Satisfactory
Hogarth,Gran Blanco,1712,2016,66%,New Zealand,3,Criollo,Peru,Satisfactory
Hoja Verde (Tulicorp),Arriba,414,2009,80%,Ecuador,2,Forastero (Arriba) ASS,Ecuador,Dissapointing
Hoja Verde (Tulicorp),Manabi,414,2009,80%,Ecuador,2,Forastero (Arriba) ASS,Ecuador,Dissapointing
Hoja Verde (Tulicorp),Arriba,414,2009,72%,Ecuador,3,Forastero (Arriba) ASS,Ecuador,Satisfactory
Hoja Verde (Tulicorp),Arriba,414,2009,58%,Ecuador,3,Forastero (Arriba) ASS,Ecuador,Satisfactory
Hoja Verde (Tulicorp),Manabi,414,2009,58%,Ecuador,3,Forastero (Arriba) ASS,Ecuador,Satisfactory
Holy Cacao,Maranon,1872,2016,70%,Israel,3, ,Peru,Satisfactory
Holy Cacao,"Camino Verde P., Balao, Guayas",1466,2015,70%,Israel,3, ,Ecuador,Satisfactory
